consumption_normalized,production_normalized,static_capacity_log,baseline_in,lag_96,input_temperature,input_insolation,input_windSpeed,timeOfDay_sin,timeOfDay_cos,dayOfYear_sin,dayOfYear_cos,dayOfWeek_sin,dayOfWeek_cos,avg_consumption_in,max_consumption_in,std_consumption_in,prod_std_dev_1h,prod_std_dev_4h,rolling_std_dev_1h,rolling_std_dev_4h,insolation_std_dev_1h,insolation_std_dev_4h,insolation_diff_1,insolation_diff_4,temperature_diff_1,temperature_diff_4,holiday,daylight,correction
0.556245938,0.625669102,3.209332707,0.511229844,0.965962861,20.88578404,331.3506809,3.834482685,-0.294082993,-0.983272636,0.595464527,0.956709574,-0.532518416,0.251363825,0.651361446,0.824312346,0.066937642,0.037426811,0.021773036,0.071642246,0.076617506,26.12035031,73.73175127,-12.90227578,-12.65325797,-0.387629833,3.331206427,0,1,0
0.509744008,0.497550645,3.803101044,0.578586539,0.807640923,31.69904504,934.1885435,0.122365683,0.242584898,-0.564665201,-0.265218543,0.93149442,0.275548284,0.101063361,0.603471375,0.770575749,0.047695515,0.068138695,0.09145448,0.047419318,0.031871448,28.23866496,44.00801764,63.42916178,-91.03243419,-1.934964117,-0.75100008,0,1,1
0.877841728,0.320549126,3.776705539,0.583445679,0.684586368,18.9467153,464.8228375,4.731441676,-0.331900069,0.323368577,-0.825965563,-0.209689405,0.640135004,-0.185268952,0.403149579,0.935658339,0.042301142,0.03031763,0.074633245,0.032966757,0.058642608,1.004861201,51.9378121,24.57063782,69.51652483,-0.149361496,1.398928494,0,1,0
0.597975416,0.515160912,2.352518114,0.615854427,0.689213151,3.04116938,524.6409614,7.845496272,0.465398101,-0.032021264,0.113569822,0.456741709,-0.91684208,0.042754043,0.665497558,0.779964742,0.06081817,0.059105385,0.037973,0.034820586,0.096960075,46.71347575,49.0508906,-61.1610115,-37.56336607,-2.367477653,-3.750014775,0,0,0
0.441343361,0.364567658,1.339714138,0.751020454,0.728012334,19.44602668,610.2970752,6.852430804,-0.190945229,-0.989373049,0.690241703,-0.308387803,-0.003740113,0.793149317,0.681079865,0.823184209,0.067523383,0.039225142,0.055754111,0.030425183,0.071130897,20.9862432,40.10377038,71.2313866,-130.481689,0.353770631,2.359977059,0,0,1
0.723381737,0.695023947,3.954523597,0.532305277,0.713839288,26.96631487,508.7204893,6.930794969,-0.863293599,0.608989285,0.591852774,0.342186314,0.378620824,-0.607411395,0.500613733,0.914603014,0.036633096,0.027832985,0.107949654,0.0445518,0.089785944,35.05735432,64.75778515,77.56226332,44.16625642,-0.97930023,2.104422312,0,1,0
0.416873453,0.470588524,3.516694259,0.470170276,0.642178714,8.902170957,839.0102081,7.472261444,0.567519685,0.545619147,-0.64975372,0.610860086,-0.495376146,-0.954870977,0.642019154,0.722262852,0.048778487,0.051850606,0.082006434,0.074674486,0.122995354,29.13298864,51.88829796,44.11432463,-143.3730025,0.163360355,0.194868221,1,1,0
0.631329539,0.334900561,1.373988044,0.412068077,0.615630166,13.65982833,375.4701277,5.177315182,-0.428483351,0.096838326,0.345529229,0.893512489,-0.384458189,0.723329769,0.514350176,0.955878918,0.028831187,0.048192722,0.06026351,0.033898096,0.101158182,42.57619056,42.85172865,-38.07939325,-83.74057253,1.314074982,-0.453884932,0,1,0
0.306049481,0.435722832,3.762525648,0.476906996,0.590611031,15.14688195,538.921491,5.394631415,-0.134466241,-0.867073348,-0.558991473,-0.199575448,0.227275806,0.154234165,0.609767038,0.646953859,3.88E-05,0.047139455,0.0528695,0.053769515,0.07279475,34.06056122,30.43115834,-15.30069772,-210.6889115,-0.948748695,0.800000011,0,0,0
0.400772093,0.582586291,3.609689086,0.546687303,0.486905312,7.151016869,351.5058829,3.764696209,0.370887766,0.533030099,-0.563584931,0.566595966,0.795870587,0.781316911,0.473550159,0.962964213,0.054009193,0.041625568,0.062298272,0.036866213,0.054670325,27.65075728,36.59607479,7.27136087,-142.3958112,1.061256259,4.577581322,0,1,0
0.629529185,0.387255089,2.556514171,0.729455786,0.557898738,21.48280434,235.9954978,4.367854288,-0.335087686,0.167427175,0.748143547,-0.468143099,0.619848841,0.193890447,0.420689355,0.762732442,0.062178107,0.039242138,0.044647093,0.044793819,0.006606488,21.06484907,25.37929827,-35.18551997,17.85291697,-0.433389567,-3.526473398,0,0,0
0.710769987,0.335555921,2.773826307,0.49823887,0.346056478,13.79051851,377.6461818,6.2315423,-0.886828688,0.563919954,-0.500662095,0.980664608,0.166260438,0.62032218,0.561718281,0.775730125,0.055241336,0.08776744,0.003142485,0.019799176,0.064948452,37.97850701,50.18335323,84.61732862,-196.4536038,1.753194802,1.564054775,0,1,0
0.625705242,0.548737442,2.197008112,0.572378795,0.585249056,19.19532444,492.5926406,7.407768874,-0.252157906,0.503493985,-0.473505307,-0.948460802,0.460443436,-0.140653273,0.587627105,0.610998983,0.011008766,0.063685133,0.121265337,0.045589235,0.060219625,11.26558696,32.05001612,7.216323586,-148.1145725,-0.365152613,-1.823234604,0,0,0
0.582652758,0.548993314,1.164284916,0.54835771,0.451711334,6.125078222,414.1395551,4.721107449,0.888897165,0.606004144,-0.998693218,0.207057613,-0.27035506,0.499719863,0.560232031,0.754520528,0.042983011,0.054456538,0.06465975,0.046125892,0.081710986,36.4589042,46.01659231,-135.1674024,-0.236891613,-0.840492986,-0.039836793,0,0,0
0.554834446,0.398611365,2.005591725,0.668839327,0.434461602,10.625417,361.515804,4.09962147,0.283468795,0.036016133,0.741338068,0.319011963,0.281931056,0.826082934,0.481596944,0.696019347,0.005633045,0.042235983,0.071944418,0.060805759,0.065382843,19.00955248,70.5515278,16.96779064,-54.36068961,0.68723845,-0.495760238,1,1,0
0.378221701,0.405792339,3.408560346,0.802693243,0.626984123,22.22381358,218.7365073,5.001055918,0.342958297,-0.719350964,0.585189626,0.376091114,-0.067636818,0.144245927,0.560010094,0.739235365,0.077394022,0.060143144,0.058262768,0.054465618,0.060388448,42.52283662,67.98949359,-17.40786984,199.2036636,-0.43578973,-0.856636516,0,1,0
0.492023369,0.546409987,1.013896069,0.496913123,0.808800343,11.27166848,483.3788855,6.202413498,0.264564307,0.342314947,0.25465787,-0.759224842,-0.620127727,-0.638429699,0.626929475,0.786268903,0.028278908,0.050359896,0.037946496,0.026032158,0.016618032,31.61299543,49.51584659,-3.746327806,183.3896546,-0.841449514,-0.020930258,0,0,0
0.530904184,0.210383132,2.000497515,0.501056056,0.737747491,32.26963851,199.0559252,2.112290368,-0.602015722,0.24094757,0.500531528,0.877059567,0.403476548,-0.46240477,0.595510697,0.895779161,0.075108072,0.040524095,0.054422266,0.071683965,0.041800965,36.44123768,48.69372911,-18.43096829,-86.79224628,-0.477839851,-2.268342291,1,0,0
0.758568334,0.218507245,2.194506081,0.654416088,0.364424909,11.00363814,652.0111927,0.407638094,-0.163332272,0.484506374,-0.695902865,-0.637633442,0.112929275,-0.602710846,0.618250103,0.820760335,0.068917393,0.033928713,0.012018157,0.054206061,0.084299531,30.81988814,78.19811824,40.35232083,55.71376184,-0.044606532,2.058360872,0,0,0
0.651542743,0.356311156,2.612186809,0.618189149,0.45155578,17.24684726,516.4879506,3.898926301,0.501879597,-0.660237988,-0.083352811,0.245506806,-0.282756836,-0.506285945,0.53298848,0.830767665,0.031988193,0.038381653,0.128312595,0.05396787,0.121477229,12.47622905,57.81134181,55.98438893,74.92825569,1.342180131,-3.588287022,1,1,1
0.335543977,0.45731057,3.759566849,0.734670733,0.741115678,24.32590832,208.4897001,2.558575148,-0.797254205,-0.6100496,-0.297561225,-0.554647842,0.82267838,-0.387169101,0.717171791,0.690448061,0.027344301,0.023408515,0.02296464,0.049816353,0.067074238,21.39270837,45.0829031,14.15265811,-59.7478858,-1.934087745,1.079529026,1,0,0
0.648612595,0.562181513,2.039037983,0.608392819,0.452626891,0.816342671,438.1581846,3.983719605,-0.444294448,0.780819034,-0.812446947,-0.385567166,-0.958131764,0.110267574,0.482382666,0.711924591,0.057007404,0.044212017,0.029041011,0.039644851,0.079834332,36.72389338,28.60972824,-16.96555936,-149.5541536,0.023080659,-0.653071705,1,0,0
0.542237658,0.795071243,2.040859606,0.514070791,0.566305028,-2.60808812,349.5687189,4.704439362,-0.447361783,0.499955597,-0.02773903,0.092917083,-0.368453698,0.175983259,0.64875603,0.979872502,0.033113519,0.030230478,0.046792224,0.054356047,0.098574345,31.66655817,55.90809827,-2.06686024,-1.229844931,0.624903595,-2.341849788,0,1,0
0.4984617,0.671531925,3.212503744,0.609065483,0.682507815,-0.256563146,563.8349021,4.093503182,-0.135962145,0.816456977,0.841479301,-0.165613163,-0.886237204,-0.147000506,0.718189109,0.726479897,0.052049693,0.0718534,0.098642272,0.059511769,0.045673182,41.80989905,62.43985659,0.979980829,-17.28456748,0.193448575,0.404766741,0,1,0
0.691751443,0.468012294,2.356653823,0.660870358,0.454748332,27.62584103,768.0900892,7.904935069,0.960737482,0.517430642,-0.919881762,-0.679548798,0.533054632,0.23084156,0.648090809,0.965620825,0.040343448,0.040386881,0.06043527,0.015062086,0.081004421,34.03274563,40.52522713,-40.12150199,-43.5764497,1.309865169,-3.113902173,0,1,0
0.754649928,0.496196758,1.673814469,0.632048218,0.615806326,9.481418541,124.9655061,5.653489529,-0.864994907,0.194310612,-0.417078173,-0.658127195,0.404214908,-0.836850149,0.579747577,0.77569388,0.014376832,0.016220732,0.022915926,0.039224783,0.047785297,20.33298109,54.36804133,28.94643243,44.23168682,-0.07434533,0.079427643,1,1,0
0.739692018,0.299494127,2.357318548,0.600727403,0.399896176,40.58199286,523.0052158,5.600948719,0.037401989,0.308265474,-0.584918128,-0.163710424,-0.337295563,-0.824423526,0.547170295,0.800228794,0.00539064,0.039002397,0.097630151,0.044901061,0.095944733,22.03935862,44.54640058,23.00211619,-75.0729607,-0.184551442,-2.845753816,0,1,0
0.474117372,0.496297373,1.422571061,0.656667469,0.509794853,9.357524013,467.9734409,6.244414288,-0.641270636,0.778255848,-0.523706693,0.514565957,0.351325804,-0.656341079,0.703608765,0.907036516,0.054533685,0.019077578,0.081930019,0.055123412,0.074542091,31.02917391,47.23951401,77.02206199,-115.1997548,0.592329547,0.922544169,0,1,0
0.553618144,0.442268272,1.52916096,0.666929559,0.64796729,16.84551303,634.2680153,2.722333764,0.941353091,0.157613509,0.816869104,0.795929294,-0.208125548,0.036154996,0.457702507,0.927189242,0.038768845,0.049468148,0.076153049,0.07386622,0.078953554,6.85955934,12.68266914,62.76748901,10.90829703,0.099313815,-1.848714667,0,1,1
0.649689515,0.564543712,2.495103318,0.688215899,0.36105094,30.42109953,542.6393256,7.078223575,-0.773392991,0.264782649,-0.063861892,-0.831744675,0.512507583,-0.572010643,0.502987574,0.788918744,0.038938204,0.045818947,0.081472027,0.034565184,0.046522042,46.73441886,46.67327894,-34.28374588,38.59700926,-0.390408738,-0.901988034,0,1,0
0.746331769,0.334553811,2.256776349,0.614870989,0.666071211,35.06092888,349.6061337,4.848471427,-0.192797995,-0.687046568,-0.067401174,-0.213792185,-0.091632675,-0.433431193,0.560244223,0.761175695,0.063917277,0.059156793,0.131830857,0.040040763,0.091210971,34.41746736,64.54053954,41.01491873,-117.6644944,0.51614404,0.587898776,0,0,0
0.528123864,0.603869303,3.744537703,0.533288192,0.59705433,35.61503577,436.1892129,6.340961234,0.47576997,-0.05215756,0.521151285,-0.799508873,-0.175440544,-0.199374328,0.723765376,0.794407955,0.073468846,0.024182364,0.125552847,0.039749318,0.132541388,42.27034597,40.52896167,-47.54766915,92.8090611,-0.652528293,-1.545084224,0,1,1
0.572151154,0.806547783,2.087181697,0.564671369,0.682873493,27.08366231,340.7948286,2.856285534,0.409108856,0.432794224,-0.691015592,-0.966815039,0.869459831,0.623732248,0.637976764,0.833795753,0.044549106,0.040680162,0.03939854,0.033969448,0.039762649,14.19396059,50.78789552,34.79660505,-177.0481138,-0.611177152,-0.115927999,0,0,0
0.434049754,0.47824797,2.741765051,0.670650897,0.63358712,25.24062526,715.2014277,1.892482468,-0.154542726,-0.458114603,-0.025469292,0.323437365,-0.4982418,-0.972275728,0.503195424,0.889130369,0.043188026,0.012699564,0.10871655,0.04305627,0.05980723,42.4456516,38.6607394,-25.83070994,-57.81134587,-0.527994022,-3.027661002,0,0,0
0.420569006,0.580342344,2.896792864,0.468306433,0.804621064,20.92526949,504.2623297,6.635779316,-0.306951664,-0.595491639,-0.140029572,0.204898884,-0.75910532,0.29875764,0.568969229,0.800422986,0.060002861,0.054029896,0.071495046,0.065416044,0.076948224,52.31498911,55.40662514,-51.16266117,-25.80085362,1.35306916,1.261751207,1,0,0
0.721878873,0.638028798,1.03928337,0.586867331,0.618783675,22.78361076,880.2381372,5.752819052,-0.204775243,-0.372346384,0.193821381,-0.673961772,0.169086227,0.337753062,0.538567686,0.86188863,0.022861289,0.050377424,0.074972874,0.02892329,0.093592186,16.79121645,46.75215204,14.00226713,-63.62237127,-3.221016356,3.529827611,0,0,0
0.803436004,0.419755906,2.990612116,0.510666119,0.535589169,9.488142837,487.8678372,3.195896891,-0.471447474,-0.516998744,0.999115407,-0.532374334,0.938643625,0.597311561,0.529021101,0.963835973,0.054463061,0.0499161,0.009231875,0.058556288,0.053213611,37.71401795,35.91137689,-133.7283564,-56.50604736,0.395598835,5.584417736,0,1,0
0.589198482,0.544818496,1.534107901,0.552874482,0.618344625,6.818011166,358.3186466,3.260673837,-0.589334123,-0.570174726,0.538897788,-0.952584493,-0.244321573,0.865505878,0.697888956,0.838130961,0.061037719,0.040032381,0.054888427,0.015961955,0.014990909,30.01109945,69.98827201,-87.54877872,187.1074482,0.034271814,0.182336293,0,1,0
0.750529935,0.50251848,3.883210952,0.677845186,0.681494704,14.96625543,197.2571215,7.250869569,-0.033920605,-0.150298314,-0.204268594,0.669894411,-0.875926473,-0.959724302,0.462825687,0.831165286,0.063604604,0.048295458,0.035615292,0.03877324,0.110775685,14.55566152,63.9339802,-8.874594189,-85.0884089,-1.680870459,1.576408282,0,1,0
0.654245404,0.51953522,1.445988183,0.569109907,0.607329011,13.29815377,139.3720647,2.621176214,-0.462932488,0.815677028,0.655106105,0.949381192,-0.321389465,-0.692432589,0.760878086,0.648108917,0.011264946,0.072086782,0.084841764,0.043410214,0.092815184,34.92883972,40.92639854,4.122088332,244.1221722,0.309726779,-3.561251346,0,1,0
0.503232037,0.345398043,2.243872371,0.554643655,0.606088754,10.46771951,183.1728114,8.285345907,-0.42507667,0.014119293,-0.658583273,-0.729080926,0.011863309,0.772342588,0.682822969,0.536926986,0.034772895,0.034298115,0.092132415,0.083497193,0.017711574,38.33603205,57.46682464,-18.46593851,43.71267797,0.475751992,3.005468653,1,0,0
0.654209341,0.504902035,1.256049004,0.414014386,0.494701247,21.96387447,553.4253302,3.198758531,0.313512127,-0.624159238,-0.939072627,-0.537049572,-0.676153987,-0.082962876,0.709086167,0.838837573,0.032434735,0.042772904,0.002234591,0.044503954,0.051772936,23.98873447,58.06118004,-78.97181494,9.205513731,0.589639231,1.552457009,0,0,0
0.830705485,0.599599658,3.990622756,0.624625357,0.500564862,24.55305209,601.7450046,6.276783851,0.937074663,-0.846056661,-0.591103255,0.736819048,0.316204436,0.129181278,0.553706049,0.790517577,0.051997739,0.018277474,0.059338954,0.005975131,0.117045473,41.6591652,59.63451853,-40.89459211,47.62403534,-2.651828063,-0.96786689,0,1,0
0.594626094,0.790228722,2.506585031,0.614548418,0.389609209,15.88406886,183.7618596,4.342763049,0.207274401,0.39231229,-0.319176888,0.852927596,0.995498778,0.326054407,0.585005928,0.748521733,0.059614892,0.022634781,0.093655845,0.010022222,0.113433893,13.33236593,24.58616156,19.56046636,252.9927749,1.366389412,2.474361601,0,1,0
0.834696548,0.691854165,2.786155052,0.766325472,0.862436511,29.77530081,679.0076628,6.206374862,-0.846041066,-0.234402471,0.021161515,-0.160745234,-0.096521048,0.358133209,0.456684819,0.82435302,0.079934208,0.041956266,0.054399631,0.050680592,0.098159201,15.05243854,65.09909812,29.08908853,-99.35930039,-0.737736705,-0.508952153,0,0,1
0.207038234,0.930636492,1.201229432,0.519222177,0.413420515,3.583108859,403.3877897,3.911771996,-0.848832772,0.643661893,0.230258281,-0.898755055,-0.290542887,0.863480807,0.547533759,0.793959627,0.04010069,0.062078671,0.081871909,0.062275417,0.064716627,31.36597396,41.45451556,-0.81115588,-112.0417919,0.686567747,-0.916050366,0,1,0
0.723285376,0.346530487,3.249881411,0.571915033,0.49606422,13.06340541,529.3586024,4.674414188,0.902846442,0.319021537,0.821211434,-0.921216333,-0.198591666,0.993898835,0.649365485,0.912778025,0.04004855,0.034874384,0.070534964,0.057509117,0.072489623,30.25385278,44.632581,57.84168905,-75.48661966,0.741073781,0.950669851,0,0,0
0.61305706,0.674464127,1.629716779,0.574938368,0.49223891,7.831776794,822.4441257,5.081838351,-0.405418419,0.592482901,0.019708019,0.147899732,-0.769707643,0.440314922,0.729606306,0.808611087,0.07299344,0.035281669,0.070249807,0.053351402,0.066072226,22.83426512,89.56822628,19.86985117,3.214314696,-0.876697086,-2.126709,0,0,0
